,event_name,city,event_description,event_date,date_added
10,"Core Flyte Coach Specialization Course-New York,NY","New+York,+NY","The Core Flyte™ Coach Specialization Course is an eight hour, live workshop that is specifically designed for the Fitness Professional. The participants of the course will receive a detailed course manual which includes a copy of the course presentation, sample work outs and other important materials. The course includes two coaching scenarios, a pre and post test as well as a team Work Out. During the course, the participants will learn to about the Core Flyte™ from both the user prospective as well as from the Coach perspective. Upon successful completion, the participant will receive a Certificate of Completion, course CEUs and a significant product discount available only to Core Flyte™ Coaches.
NASM CEU  .8     AFAA CEU  .8     ACE CEU  .7",2017-05-13,2017-04-20 11:35:48.481872
11,"Botox Training - New York, NY","New+York,+NY","Learn to perform Botox injections and other aesthetic procedures during Empire Medical Training's weekend training programs. For your convenience, we have scheduled the Complete Botox Training, the Dermal Filler and Facial Aesthetics workshops on consecutive days over a weekend. These educational courses are the very basis for every aesthetics practice.
Overview: The Botox Training workshop is very complete and all inclusive and created so that you can immediately begin performing these techniques on your own. The general format of the workshop is to receive very detailed lectures in the morning followed by intensive hands on training in the afternoon.
The workshop gives you the opportunity to use real Botulinum Toxin products on actual live volunteers. In fact, a good percentage of your tuition is used to purchase these supplies as well as all the medicines you will be using. Attendees are also welcome to bring along a friend or companion if you choose to use them for your injections. (Why not, they are receiving FREE injections. We never charge our volunteers).
Workshop Topics: You will learn all the protocols associated with each of the Botulinum Toxin Type A products such as Botox Cosmetic as well as the newer, highly effective Xeomin and Dysport products. To operate a successful aesthetic practice it is important to know about and be able to utilize the different products your patients may ask for. Each will be available and used during the hands on portion of the class so you can decide on your own which Botulinum product will best suit your practice objectives.

Comprehensive Training and Certification: This is a certification program intended only for Physicians and qualified health care practitioners. After completion of the course and demonstration of proficiency, you will receive your certification and course certificate. Attendees also have the option to receive their certificate framed in an attractive wood and metal plaque.
Empire provides you with everything needed to perform Botox injections safely and correctly in your practice so that you will not only become certified to perform Botox injections, but will also gain a level of confidence working on your own patients. Empire has successfully graduated thousands of medical professionals over the past 17 years and helped many of them set up their own Aesthetic practices as well.
Please visit out Botox Training page for more information
For more course information call 866.366.1576 or email info@empiremedicaltraining.com",2017-12-16,2017-04-20 11:35:48.481872
12,"Sclerotherapy Training - New York, NY","New+York,+NY","Improved techniques, new, safer sclerosing agents, and high patient demand for in-office aesthetic procedures makes Sclerotherapy Training for nurses and physicians a must for any physician practice wishing to expand their services. Over 80 million Americans suffer with unsightly venous disease and the vast majority (75%) of these is cosmetic in nature which you will understand and be able to treat after completing our training.
Visible veins give the impression of age and poor health and though many people wish to receive treatment, they are unaware of the safety, effectiveness, and lack of discomfort associated with newer sclerotherapy methods. Sclerotherapy by injection uses small amounts of detergent solutions to irritate the vein walls and achieve ultimate closure of the unwanted vein.  
Cosmetic laser centers and vein clinics perform these procedures not only because they are lucrative and simple to perform, but also because their patients receive impressive results using both laser vein therapies and traditional sclerotherapy using FDA approved detergent sclerosants.  Our comprehensive sclerotherapy training will take you from the prospective patient through the consultation process as well as teach you the latest techniques and protocols used today.
For more course information contact us at:
Empire Medical TrainingToll Free: 866.366.1576email: info@empiremedicaltraining.comweb: www.empiremedicaltraining.com ",2017-04-28,2017-04-20 11:35:48.481872
13,"PMP Certification New York, NY| PMP Training New York, NY| PMP Exam Prep New York,","New+York,+NY","iCertGlobal is conducting 4 days PMP® Certification Training Course in New York ,NY, USA. on Apr 25 to 28, 2017.
Register for this 4-days PMP classroom training course, spread over weekdays and prepare for the PMP Exam from an expert trainer.
Features of our PMP Certification Training: 

4 days full-time Intensive Classroom Training course
High Quality e-Learning Content 90 days free access (worth $150)
100% Money Back Guarantee*
35 Contact Hours
Study Guide to the PMBOK® Guide, 5th Edition
Two Simulated PMP practice tests with 200 questions in each test
Assistance in PMP® Exam Application Process
Revision Session on Request
Interactive Case Studies & Chapter-wise Exam Tips
Real-time Scenarios from various Industrial Verticals 

For more information about our Project Management training courses, please e-mail info@icertglobal.com or Call Now! on +1 (713)-287-1252
Visit us at PMP® Certification Training Course in New York ,NY to know more about our certification training courses in Program Management, CAPM®, PRINCE2® Foundation,, PRINCE2® Practitioner, PRINCE2 Agile, CBAP®, MSP, CMMI.
We conduct PMP certification training courses in Washington, Texas, Carolina, Florida, Nebraska, Louisiana, Missouri’s, Connecticut, Michigan, Ohio, Georgia, Oklahoma, Virginia, Dallas, Chicago, Phoenix, Charlotte, Minneapolis, Boston, Phoenix, Chicago, Washington, Los Angeles, Indianapolis around USA.. Please visit us at http://www.icertglobal.com/ to know more about our professional certification training courses in across the globe.
Please Contact iCert Global Learning: 
E-mail: info@icertglobal.com   
Website: http://www.icertglobal.com/   
Call Us Now!:
USA: +1 (713)-287-1252
USA: +1 (713)-518-1852
UK: +44-1-322-476-113
AUS: +61 2 6171 0726
BHR: +973-16-196142 
 
Facebook: https://www.facebook.com/iCertGlobal  Twitter: https://twitter.com/iCertGlobal  Linkedin: https://www.linkedin.com/company/icert-global-learning-pvt-ltd-?trk=biz-companies-cym 
YouTube - https://www.youtube.com/channel/UChYD-AKbVROFt4g4YM61H1g  Plus Google: https://plus.google.com/107242031978956862900
 ",2017-04-25,2017-04-20 11:35:48.481872
14,YTP-NY 2017 April: W New York,"New+York,+NY","W New York, the very 1st W Hotel Globally, delivers top of the line hospitality in the heart of Midtown Manhattan. Passionate and provocative, the iconic W New York offers a soulful sanctuary within the city. It is an urban retreat where your options are unlimited. We are thrilled to partner with this iconic hotel for our next networking event.  settle in for a cocktail in our vibrant Living Room Lounge.Highlights:-Lights bites available complimentary for the first hour, from 6-7pm. -Raffle for a complimentary night at the W New York-Featuring DJ Nicole Rosé
We look forward to seeing you all there!Love,Maria, Janelle, Shannon, Annie, Nikki a.k.a your YTP-NY team
",2017-04-27,2017-04-20 11:35:48.481872
15,"VBS Teacher Training Workshop - New York, NY","New+York,+NY","UMI (Urban Ministries, Inc.) the nation's largest African American Christian publishing company is excited to bring our newest workshop to your community. 
Through our citywide 2017 ""Glow for Jesus: Let your light shine"" VBS Training Tour we are engaging thousands of Christian educators, leaders, teachers, and volunteers across the country. This year’s program focuses on Matthew 5:16, which teaches God's hope for us to let our light shine in school, the community, and on the job.    
We invite you and members of your church to be part of this FREE training, teaching participants how to plan, prepare, and execute a successful community outreach program that will attract children, youth, and even adults!
 


  
Register now for the 2017 teacher training, Glow for Jesus: Let Your Light Shine!  

 
Enjoy refreshments, prizes and much more!
QUESTIONS? CLICK HERE to visit us online. 

 
Would you like to schedule a workshop at your church? We can help! 
 
→ Tell Us About The Workshop You Wish To Host
 
 ",2017-05-13,2017-04-20 11:35:48.481872
16,FASHION WEEK IN NY MALE MODEL AUDITION CASTING CALL IN NEW YORK,"New+York,+NY","


MALE MODEL - OPEN MODEL CALL AUDITION FOR FASHION WEEK IN NY
MALE 16 TO 35 YEARS OLD
Models – Amateur or Professional, looking to break into the glamorous world of modeling this is the chance of a lifetime!
View Our Youtube Channel for PNYCFW Show Videos, Promotional Video Commercials & Designer Interviews:www.youtube.com/user/eventlinks
Show Website: www.Plitzs.com/nycfashionweek
Company Website: www.Plitzs.com
Instagram: www.instagram.com/plitzsfashionmarketing
Facebook: www.facebook.com/PLITZS
JUST APPEAR IN PERSON TO THE OPEN MODEL CALL
At CHELSEA STUDIOS151 West 26 StreetBetween 7th Avenue & 6th Avenue6th FloorNEW YOR CITY
AUDITION ATTIRE:MALE - Wear Fitted Swimwear or Fitted Boxer Brief under Fitted Skinny Blue Jeans and Fitted Plain White T-Shirt Top with Dress ShoeMale Models must be between the ages of 16 to 35 years old and height 6 Feet to 6'3 and must be in shape.



",2017-04-15,2017-04-20 11:35:48.481872
17,"ArlixMeet 2017: New York City, NY - The Teen Entrepreneurs Conference","New+York,+NY","ArlixMeet is a series of conferences happening all over the world to bring teen entrepreneurs together.
2017 is the first international intiative year and we are pleased to announce that there will be an ArlixMeet in New York this year and will be our first ever event outside of the UK.
ArlixMeet is a conference designed to allow teens who have businesses and those who are interested in business to meet, share and learn.
Meet awesome other teen entrepreneurs and teens interested in business, network and create unique connections.
Share ideas, dreams and stories of you path in entrepreneurship or what you want to do in the future.
Learn from our awesome panel of speakers, some of which are teen entrepreneurs themselves or were teen entrepreneurs when they were younger.
ArlixMeet welcomes all industries so whether you are interested in tech, fashion, social entrepreneurship etc you are welcome!
You never know who you could meet or what you could learn at ArlixMeet so come along! It's free too!
We are extremely thankful to Rise NYC who have allowed us to use their space:
Rise New York is a global community of startups and corporates creating the future of commerce and fintech by helping startups and entrepreneurs connect, co-create, and scale innovation. In partnership with Barclays, we listen, nurture and oxygenate through our international network of Rise hubs. Rise New York also houses a world-class event space and is home to the U.S. cohort of the Barclays Accelerator, powered by Techstars.

 
FAQs
 
Are there ID or minimum age requirements to enter the event?
You don't need to bring ID and there is no minimum age requirement however if you are under 18 you will need your parent/guardian to send and return us a consent form. We should send you one automatically when you fill out the form but if not please email the USA support team: support-us@arlixmeet.com
 
What are my transport/parking options for getting to and from the event?
34th Street Herald Square MTA Station, Penn Station and 33rd Street MTA Station are all fairly close. As with most places in central NYC, you will find it hard to find parking so we recommend against it. Plenty of bus routes are nearby too.
 
How can I contact the organiser with any questions?
You can contact the ArlixMeet USA support team here: support-us@arlixmeet.com or you can contact our international support team here: meet@arlix.co.uk
 
Do I have to bring my printed ticket to the event?
Yes please, or alternatively use the e-ticket on the Eventbrite app or Apple Wallet. If you forget don't worry as we will have an attendee list but to speed up your entry it is best to bring a printed ticket.
 
Can I update my registration information?
Yes, please contact the ArlixMeet USA support team: support-us@arlixmeet.com or use Eventbrite to update your details.
 
Is it ok if the name on my ticket or registration doesn't match the person who attends?
For security reasons we need your ticket to match the name. If you need to change it please email support-us@arlixmeet.com

Is this event Arlix VIP enabled
Unfortunately this event is not VIP enabled however some WEA benefits may apply.
 ",2017-05-13,2017-04-20 11:35:48.481872
18,"Reconciling Biomechanics with Pain Science - New York, NY","New+York,+NY","Course Description
At its simplest, this is a BIOMECHANICS and PAIN SCIENCE course.  Ideally, we've distilled the best of both to get the best approach to pain and injury management.
Reconciling Biomechanics with Pain Science is a two-day course that mixes a lecture, case study and hands-on learning format. This course has been taught throughout the world with the aim of simplifying the biomechanical approach to injury and pain management.  A simplified, yet strongly evidenced based biomechanical approach, allows the therapist to develop skills that address all areas of the biopsychosocial contributors to the pain experience.  This course teaches When Biomechanics Matters and fits this approach into Therapeutic Neuroscience Education framework.
Traditional rehabilitation practice is steeped in the biomedical model of treating pain and injuries.  While the biopyschosocial model of care is touted as being the superior approach it is often difficult to incorporate traditional biomechanical training within this model.  There is the fear that therapists become psychotherapists.  The aim of this course is to help reconcile and reconceptualize the biomechanical approach.  You will learn that you need not throw the baby out with the bath water when you embrace the biopsychosocial (BPS) approach.  Remember, the BPS model starts with ""Bio"": you will learn how biomechanics matters and how pain science education and cognition changing can fit together.
This course is great for anyone working with people in pain or injuries.  Physiotherapists, Chiros, Massage Therapists , Osteopaths, Sport Therapists, Movement Pros/Teachers and Strength Coaches are welcome.
**Pricing: group discounts always availabe or any extenuating circumstances - please send me an email
Cancellation Policy 
Because we know that plans change refunds available if cancelled 3 weeks or more before the course starting date.
Go to greglehman.ca for more information about the course or email directly at greglehmanphysio@gmail.com",2017-04-22,2017-04-20 11:35:48.481872
19,"May 2017 Functional Forum [New York, NY]","New+York,+NY","
*FUNCTIONAL FORUM OFFICIAL MANHATTAN MEET UP*

*Wednesday, May 10, 2017*
DOORS OPEN: 6:30pm
NETWORKING: 6:30-7:30pm
NYC SPECIAL GUEST INTERVIEW + Q&A: 7:30-8:15pm
HIGHLIGHTS + NETWORKING: 8:15pm - 9:00pm






*MANHATTAN MEETUP SPECIAL GUEST - DR LAWRENCE PALEVSKY* 







Lawrence B. Palevsky, MD
Dr. Palevsky is a board certified pediatrician who utilizes a holistic approach to children’s wellness and illness. Dr. Palevsky received his medical degree from the NYU School of Medicine in 1987, completed a three-year pediatric residency at The Mount Sinai Hospital in NYC in 1990, and served as a pediatric fellow in the ambulatory care out-patient department at Bellevue Hospital, NYC, from 1990-1991. Since 1991, his clinical experience includes working in pediatric emergency and intensive care medicine, in-patient and out-patient pediatric medicine, neonatal intensive care medicine, newborn and delivery room medicine, and conventional, holistic and integrative pediatric private practice. Dr. Palevsky is a diplomate of the American Board of Integrative Holistic Medicine, and Past–President of the American Holistic Medical Association. 
In his current practice in Northport, Long Island and Manhattan, NYC, Dr. Palevsky offers well-child examinations, consultations and educational programs to families and practitioners in the areas of preventive and holistic health; childhood development; lifestyle changes; nutrition for adults, infants and children; safe, alternative treatments for common and difficult to treat acute and chronic pediatric and adult conditions; vaccination controversies; mindful parenting; and rethinking the medical paradigm. Additionally, he teaches holistic integrative pediatric & adolescent medicine to parents, and medical and allied health professionals, both nationally & internationally, and is available for speaking engagements worldwide.
For more information, or to contact Dr. Palevsky, please visit www.drpalevsky.com 


Catering will be provided by: Chef Andrea Ramirez of True Nourishment

Andrea teaches people how to use food to recover from chronic illness. In practice since 2005, she is one of a very few truly hands-on nutrition coaches. With expertise in every aspect of ancestral nutrition, Andrea is equally comfortable coaching, creating menus, and cooking for her clients. Andrea is an Integrative Nutrition Coach and a certified GAPS practitioner. She has trained with several expert practitioners, including Dr. Tom Cowan, Dr. Mona Lisa Schulz, and Chris Kresser.


The Evolution of Primary Care
For our May show, the Evolution of Medicine is thrilled to be heading to Minnesota, MN for the first time, the site of the largest Functional Forum meetup to date. So far in 2017, we have focused each episode on medical specialties, where the functional medicine operating system could be beneficial in going upstream and solving the root causes of those disease categories.
Primary Care, however, is where we believe is the rightful place for functional medicine not only for the best clinical outcomes, but also for the positive economic impact for payers and patients alike. During the episode we will not only be looking at the clinical models, but also evolved delivery models including micropractices, membership models and episodes of care.
Furthermore, the Evolution of Primary Care is about all different professions coming together to serve patients on the front lines, helping people create and maintain health. To this end, we'll be featuring a variety of guests from across the professions set to this evolution.
Featured in this episode are leaders in the space who are already bringing functional medicine to the masses. First we welcome, Dr. Thomas Sult who brings decades of experience treating tough cases. He's on the faculty at the Institute for Functional Medicine and will be sharing insight from his clinic ""Third Opinion"".
We are thrilled to welcome Dr. Kristi Hughes for her Functional Forum debut. Dr. Hughes is one of the most popular educators with the Institute for Functional Medicine and has a successful functional medicine practice. She be sharing a mix of clinical and practical pearls about operating a functional medicine practice on the front lines.
We're also very excited to welcome Dr. Sachin Patel of the Living Proof Institute as our other keynote speaker. Dr. Patel is running of one of the most innovative practices functional medicine in North America. His Living Proof Institute is expanding rapidly. Dr. Patel has been innovating the group structure, marketing, and patient acquisition. We're very excited to share his vison of the future of primary care.
Also, joining this group of practitioners is journalist, Pilar Garsimo, founding editor of Experience Life magazine who has been covering the emergence of functional medicine for more than a decade.
Featured Speakers:
Thomas Sult, MD Kristi Hughes, ND Sachin Patel, DC Pilar Gerasimo

 Why attend a meetup?
One of the biggest frustrations we hear from practitioners who practice the type of medicine that you do, is that you feel isolated from the rest of their medical community who don’t “get” the true value of what you offer. The purpose of the Functional Forum local meetup groups is to help you to develop a community of practitioners in your area who “get it”, to build your referral network, add value to your practice, your community, and the movement at large.
Anyone can tune into our Functional Forum event via livestream. What really excites us is when our events create dialogue between practitioners that are sharing best practices, asking tough questions, and helping each other to create the greatest impact with their patients and communities. It gives you the opportunity to not only network but also, keep your finger on the pulse of what’s happening in your own healthcare community.

This event is sponsored by:

Harrison Johnson, M. Ed. 347-413-3584 H.Johnson@ompimail.comhttp://www.orthomolecularproducts.com/",2017-05-10,2017-04-20 11:35:48.481872
20,"Energy Marketing Conference, New York, NY","New+York,+NY","The Eighth Semi-Annual Energy Marketing Conference
Once again at the Metropolitan West!!
Program details will be updated shortly. 
Don't miss out on the discounted hotel rooms!!  Book a room now.
EARLY BIRD regisration good through July 18th.Then rates go up! 
HOLIDAY INN EXPRESS, CLICK HERE!!   to register now! Holiday Inn ExpressMidtown West538 West 48th Street New York, NY 10036 
COMFORT INN - Please call (212) 586-0400 and ask for the Energy Marketing Conference 2017
Comfort InnMidtown West548 West 48th Street New York, NY 10036 
*tickets are non-refundable",2017-09-19,2017-04-20 11:35:48.481872
21,"Certified ScrumMaster (CSM) - New York, NY","New+York,+NY","
Why take this CSM course? 
That’s easy: The Scrum Alliance provides a list of core concepts that must be covered in the class, but the quality of the training depends on your instructor. Agile For All trainers are top-rated instructors and expert coaches. Since 2008, 99% of all attendees recommend Agile For All trainers. (Guess we can’t please everyone.)
Beyond learning the Scrum framework our trainers will inspire, challenge, and motivate you.

Learn the underlying Agile principles, practices, techniques to succeed as a ScrumMaster®.
Gain insights on how to facilitate, coach, resolve conflict and lead a team.
Benefit from real world industry experiences so the course material remains relevant to your needs.

After completing this course you can opt-in to become a Certified ScrumMaster® by passing a short exam on the Scrum Alliance website.

Course Length: 2 days
 
We guarantee our CSM workshop will be a one-of-a-kind experience, instilling confidence to engage successful Agile practices right away.
 
OUR CSM WORKSHOP INCLUDES

Continental breakfast, lunch and beverages
Two-year membership in the Scrum Alliance, a $50 value
Bound copy of the course materials
CSM Exam Prep Review booklet
Access to free Scrum and Agile resources

  

 
Learning Objectives 
By the end of the workshop you will be able to:

Describe the Scrum framework to others
Explain the difference between the Scrum framework and other processes and systems 
Be a successful ScrumMaster for a Scrum team
Help a Scrum team plan successfully
Create a personal plan for the future


   DOWNLOAD COURSE DETAILS
 
 
 
What Participants Say
 
“I expected to get a ‘pre-recorded’ and ‘scripted’ class. Instead, I got a collaborative experience, which was worlds better than the typical trainings I’ve sat through.” 
“Very practical and helpful information. It actually applies to more than just in the workforce. This class was very interactive, which helped our team significantly in learning and applying the material.”
 

 
Other Advantages 
HIGH RETENTION: Agile For All trainers use accelerated learning techniques like Training From The Back Of The Room to present the course material in brain-friendly ways that help you maximize learning and retention.
NO BOREDOM: Rather than death by PowerPoint and long lectures, Agile For All courses are designed to be highly interactive.
FUN: Every part of this course is designed to keep you engaged and having fun while learning the material. 
WHYS BEFORE HOWS: Beyond the basic Scrum framework, you’ll learn the underlying principles and values that drive success before getting into successful practices, allowing you to understand the practices at a much deeper level. 
LEARN BY DOING: Multiple creative exercises and simulations give you the opportunity to practice core skills necessary to be a successful Certified ScrumMaster® — skills like facilitation, coaching, conflict resolution and leadership.
 
TAKE BOTH CSM AND CSPO CLASSES IN JUST 4 DAYS.
SAVE $200!
 
“FASTTRACK” CERTIFICATIONS: Several times a year our CSM and CSPO workshops coincide in the same location, so you can “fast track” your Agile skills and receive both Certified ScrumMaster® and Certified Scrum Product Owner® training in just 4 days! Simply check your course search results to see if a FastTrack option is available.
  
About the Course Facilitator
Peter Saddington
Peter has been in software development since 1997, starting out as a developer at Johnson & Johnson. Hie is a Certified Scrum Trainer (CST) and an Organizational Scientist. Prior to joining Agile For All, he founded Action & Influence, which was named the Best Training Company in Atlanta in 2013. He writes for AgileScout.com, which is one of the top 20 Agile software development blogs in the world, as well as being author of ""The Pocket Agile Guide"" published in 2012. Holding Masters degrees in Counseling, Education, and Religion, Peter brings an extensive educational background to everything he does. He also gives back to his community by being a volunteer counselor.   
 
 
Onsite Courses
Want the training to come to you? Agile For All does onsite training workshops at reasonable prices with some of the top Scrum Alliance Certified ScrumMaster® Coaches and Trainers. 
Contact us for information on private workshops, group discounts or questions.  303.766.0917
 

 
  
Professional Development Units (PDUs) PMPs: You can receive 14 PDUs for this course.Need to convince someone else?Download a PDF brochure you can send to others.
 
 
All CSM courses are taught by Certified Scrum Trainers. Taking a CSM course, passing the CSM test, and accepting the license agreement designates you as a Certified ScrumMaster, which indicates that you have been introduced to and understand the basic concepts you need to perform as a ScrumMaster or team member on a Scrum team. This course also satisfies two elements of the CSD track: Scrum Introduction and Elective.
 

 
Who This Course is Designed For
If you work in an organization that creates any sort of product, then you are an ideal CSM candidate.  While the course is primarily designed for people filling the role of ScumMaster, anyone who wants to help their organization be more successful is encouraged to attend.
If you are already on a Scrum team you will learn how to become a change agent to help your team achieve a higher level of success. 

Architects
Business Analysts
DBAs
Developers
Directors
Documentation Specialists
Executives
Managers
Marketing People
Product Managers
Project Managers
Testers
Team Members
Sales People
Operations and Support
Technical Writers
Trainers

  
 DOWNLOAD COURSE DETAILS
 
 
 
Course Topics
We go into detail on how to facilitate, coach, resolve conflict and lead a team, as well as share our industry experiences so our course material remains relevant. Some of the material covered during the 2-day workshop:
SCRUM THEORYThe three legs of Scrum theory: transparency, inspection and adaptation are examined in detail. 
SCRUM FRAMEWORK BASICSThe meetings, artifacts and roles which make up the Scrum process. 
SCRUM PRACTICESEstimation, planning and other practices which are commonly used in Scrum.
SCRUM LEADERSHIPWhat is it and why is it important for a ScrumMaster? 
COACHING AND FACILITATIONCoaching scenarios and facilitation techniques commonly used by ScrumMasters. 
CONFLICT RESOLUTION AND BUILDING TRUSTHelpful hints and techniques for building strong teams even if conflict exists.
 
 DOWNLOAD COURSE DETAILS
 ",2017-05-18,2017-04-20 11:35:48.481872
